Name ru,Name en,Transliterations,Countries,DOB,Gender,Description,Tags
Петрушин Максим Александрович,Petrushin Maxim Alexandrovich,,,1984,M,"Trusted representative of presidential candidate Vladimir Putin in the non-competitive presidential election on March 15-17, 2024. Trusted representatives voluntarily campaign for the re-election of Vladimir Putin, who is responsible for unleashing an aggressive war against Ukraine and political repression in Russia.",Presidential proxies in elections
Попов Александр Владимирович,Popov Alexander Vladimirovich,,,16.11.1971,M,"Trusted representative of presidential candidate Vladimir Putin in the non-competitive presidential election on March 15-17, 2024. Trusted representatives voluntarily campaign for the re-election of Vladimir Putin, who is responsible for unleashing an aggressive war against Ukraine and political repression in Russia.",Presidential proxies in elections
Позднякова София Станиславовна,Pozdnyakova Sofia Stanislavovna,,,17.06.1997,F,"Trusted representative of presidential candidate Vladimir Putin in the non-competitive presidential election on March 15-17, 2024. Trusted representatives voluntarily campaign for the re-election of Vladimir Putin, who is responsible for unleashing an aggressive war against Ukraine and political repression in Russia.",Presidential proxies in elections
Разум Роман Владимирович,Razum Roman Vladimirovich,,,04.02.1981,M,"Trusted representative of presidential candidate Vladimir Putin in the non-competitive presidential election on March 15-17, 2024. Trusted representatives voluntarily campaign for the re-election of Vladimir Putin, who is responsible for unleashing an aggressive war against Ukraine and political repression in Russia.",Presidential proxies in elections
Важенина Ирина Юрьевна,Vazhenina Irina Yurievna,,,,F,"Trusted representative of presidential candidate Vladimir Putin in the non-competitive presidential election on March 15-17, 2024. Trusted representatives voluntarily campaign for the re-election of Vladimir Putin, who is responsible for unleashing an aggressive war against Ukraine and political repression in Russia.",Presidential proxies in elections
Великая Софья Александровна,Velikaya Sof'ya Aleksandrovna,,,08.06.1985,F,"Trusted representative of presidential candidate Vladimir Putin in the non-competitive presidential election on March 15-17, 2024. Trusted representatives voluntarily campaign for the re-election of Vladimir Putin, who is responsible for unleashing an aggressive war against Ukraine and political repression in Russia.",Presidential proxies in elections
Зацепурина Анастасия Владимировна,Zatsepurina Anastasia Vladimirovna,,,05.11.1994,F,"Trusted representative of presidential candidate Vladimir Putin in the non-competitive presidential election on March 15-17, 2024. Trusted representatives voluntarily campaign for the re-election of Vladimir Putin, who is responsible for unleashing an aggressive war against Ukraine and political repression in Russia.",Presidential proxies in elections
Земцов Дмитрий Игоревич,Zemtsov Dmitry Igorevich,,,09.08.1984,M,"Trusted representative of presidential candidate Vladimir Putin in the non-competitive presidential election on March 15-17, 2024. Trusted representatives voluntarily campaign for the re-election of Vladimir Putin, who is responsible for unleashing an aggressive war against Ukraine and political repression in Russia.",Presidential proxies in elections
Зенков Евгений Геннадьевич,Zenkov Evgeniy Gennadievich,,,1983,M,"Trusted representative of presidential candidate Vladimir Putin in the non-competitive presidential election on March 15-17, 2024. Trusted representatives voluntarily campaign for the re-election of Vladimir Putin, who is responsible for unleashing an aggressive war against Ukraine and political repression in Russia.",Presidential proxies in elections
Звягинцев Александр Григорьевич,Zvyagintsev Alexander Grigorievich,,,08.07.1948,M,"Trusted representative of presidential candidate Vladimir Putin in the non-competitive presidential election on March 15-17, 2024. Trusted representatives voluntarily campaign for the re-election of Vladimir Putin, who is responsible for unleashing an aggressive war against Ukraine and political repression in Russia.",Presidential proxies in elections
Звыкова Кристина Евгеньевна,Zvykova Kristina Evgenievna,,,06.06.1996,F,"Trusted representative of presidential candidate Vladimir Putin in the non-competitive presidential election on March 15-17, 2024. Trusted representatives voluntarily campaign for the re-election of Vladimir Putin, who is responsible for unleashing an aggressive war against Ukraine and political repression in Russia.",Presidential proxies in elections
Абдрахманов Данияр Мавлиярович,Abdrakhmanov Daniyar Mavliyarovich,,,25.11.1980,M,"Trusted representative of presidential candidate Vladimir Putin in the non-competitive presidential election on March 15-17, 2024. Trusted representatives voluntarily campaign for the re-election of Vladimir Putin, who is responsible for unleashing an aggressive war against Ukraine and political repression in Russia.",Presidential proxies in elections
Алаудинов Апты Аронович,Alaudinov Apty Aronovich,,,05.10.1973,M,"Trusted representative of presidential candidate Vladimir Putin in the non-competitive presidential election on March 15-17, 2024. Trusted representatives voluntarily campaign for the re-election of Vladimir Putin, who is responsible for unleashing an aggressive war against Ukraine and political repression in Russia.",Presidential proxies in elections
